"rowid","term","contrast","lnex_ld_avg_before_year_co_lead","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high","predicted_lo","predicted_hi","predicted"
41,"CoType","mean(Collaboration) / mean(Service)",4.74378856569527,0.672370795517642,0.0236532745717183,28.426118907087,9.61856406268566e-178,588.037379357106,0.626011229240637,0.718730361794647,0.443797280963438,0.298396330849953,0.443797280963438
42,"CoType","mean(Collaboration) / mean(Service)",4.86238327983765,0.664950098854361,0.0241330322374423,27.5535246591472,4.01531287083415e-167,552.756479440112,0.61765022483123,0.712249972877491,0.450721796810597,0.299707503345021,0.450721796810597
43,"CoType","mean(Collaboration) / mean(Service)",4.98097799398003,0.657733641437265,0.0246040455737058,26.7327435834447,1.96009881492754e-157,520.571784510214,0.609510598238819,0.70595668463571,0.457665453523999,0.301021965306377,0.457665453523999
44,"CoType","mean(Collaboration) / mean(Service)",5.09957270812241,0.650716847610808,0.0250665819820159,25.9595364089793,1.41909543647661e-148,491.14038642708,0.601587249710536,0.69984644551108,0.464625596260119,0.302339703317676,0.464625596260119
45,"CoType","mean(Collaboration) / mean(Service)",5.21816742226479,0.643895243850644,0.0255209411869046,25.2300743587404,1.87422277448228e-140,464.16364083895,0.593875118272746,0.693915369428542,0.471599544595426,0.303660703767124,0.471599544595426
46,"CoType","mean(Collaboration) / mean(Service)",5.33676213640717,0.637264456492188,0.0259673865483928,24.540954681927,5.40217010266371e-133,439.382897552108,0.586369314084708,0.688159598899667,0.478584596615148,0.304984952847485,0.478584596615148
47,"CoType","mean(Collaboration) / mean(Service)",5.45535685054956,0.630820209509196,0.0264062149233837,23.8890810871414,3.97755223822907e-126,416.571059077837,0.57906497929134,0.682575439727052,0.485578033072908,0.306312436556115,0.485578033072908
48,"CoType","mean(Collaboration) / mean(Service)",5.57395156469194,0.624558322341286,0.0268377099872956,23.2716697004677,8.58519939901385e-120,395.529519743971,0.571957377338656,0.677159267343916,0.492577121607726,0.307643140695021,0.492577121607726
49,"CoType","mean(Collaboration) / mean(Service)",5.69254627883432,0.61847470776931,0.0272621477825092,22.6862062631071,6.13028468407276e-114,376.083848744424,0.565041879974383,0.671907535564236,0.499579121004542,0.308977050870933,0.499579121004542
50,"CoType","mean(Collaboration) / mean(Service)",5.8111409929767,0.612565369837549,0.027679810580219,22.1304032432689,1.61129941153137e-108,358.0800096474,0.558313938001429,0.666816801673669,0.506581285484194,0.310314152495406,0.506581285484194
51,"CoType","mean(Participation) / mean(Service)",0,1.16349704675301,0.0226586020212335,51.3490216943961,0,Inf,1.11908700285136,1.20790709065465,0.206496891594373,0.240258523533729,0.206496891594373
52,"CoType","mean(Participation) / mean(Service)",0.118594714142382,1.14059662404769,0.0207575454340102,54.9485307727606,0,Inf,1.09991258258957,1.1812806655058,0.211124264800199,0.240807623685657,0.211124264800199
53,"CoType","mean(Participation) / mean(Service)",0.237189428284763,1.11829120828461,0.0189903015863548,58.8874907120035,0,Inf,1.0810709011198,1.15551151544942,0.21582712831692,0.241357580106127,0.21582712831692
54,"CoType","mean(Participation) / mean(Service)",0.355784142427145,1.09656577941479,0.0173654177639463,63.1465245651305,0,Inf,1.06253018602096,1.13060137280862,0.220605454638956,0.24190839230932,0.220605454638956
55,"CoType","mean(Participation) / mean(Service)",0.474378856569527,1.0754056962366,0.0158940924062402,67.660717501201,0,Inf,1.04425384755342,1.10655754491979,0.225459155227329,0.242460059800162,0.225459155227329
56,"CoType","mean(Participation) / mean(Service)",0.592973570711908,1.05479668685885,0.0145903050042906,72.2943548163434,0,Inf,1.02620021452699,1.08339315919072,0.230388078671332,0.243012582074298,0.230388078671332
57,"CoType","mean(Participation) / mean(Service)",0.71156828485429,1.03472483940337,0.013470401675323,76.8146982059876,0,Inf,1.00832333726245,1.06112634154429,0.235392008911778,0.243565958618075,0.235392008911778
58,"CoType","mean(Participation) / mean(Service)",0.830162998996672,1.01517659294126,0.0125517794607257,80.8790973517128,0,Inf,0.990575557256348,1.03977762862617,0.240470663533754,0.24412018890852,0.240470663533754
59,"CoType","mean(Participation) / mean(Service)",0.948757713139053,0.996138728656918,0.0118503439740346,84.0598999353577,0,Inf,0.972912481263399,1.01936497605044,0.24562369213695,0.244675272413319,0.24562369213695
60,"CoType","mean(Participation) / mean(Service)",1.06735242728143,0.977598361234042,0.0113767681405744,85.9293561365206,0,Inf,0.955300305418053,0.99989641705003,0.250850674791678,0.245231208590798,0.250850674791678
61,"CoType","mean(Participation) / mean(Service)",1.18594714142382,0.959542930458145,0.0111325050739026,86.1929030427801,0,Inf,0.937723621455586,0.981362239460703,0.256151120588785,0.245787996889901,0.256151120588785
62,"CoType","mean(Participation) / mean(Service)",1.3045418555662,0.941960193030098,0.0111073634078635,84.8050215376255,0,Inf,0.920190160787488,0.963730225272709,0.261524466291643,0.24634563675017,0.261524466291643
63,"CoType","mean(Participation) / mean(Service)",1.42313656970858,0.924838214585419,0.0112800193207474,81.9890629871844,0,Inf,0.902729782971838,0.946946646199,0.266970075098385,0.246904127601726,0.266970075098385
64,"CoType","mean(Participation) / mean(Service)",1.54173128385096,0.908165361914137,0.0116214694906375,78.145484325005,0,Inf,0.885387700265057,0.930943023563218,0.272487235522473,0.24746346886525,0.272487235522473
65,"CoType","mean(Participation) / mean(Service)",1.66032599799334,0.891930295376217,0.0120997366469585,73.7148519344359,0,Inf,0.868215247325759,0.915645343426676,0.278075160399551,0.248023659951961,0.278075160399551
66,"CoType","mean(Participation) / mean(Service)",1.77892071213572,0.876121961507623,0.0126839631796721,69.073202838663,0,Inf,0.851261850494233,0.900982072521012,0.283732986028377,0.248584700263596,0.283732986028377
67,"CoType","mean(Participation) / mean(Service)",1.89751542627811,0.86072958581224,0.0133469112673893,64.4890468340248,0,Inf,0.834570120423305,0.886889051201175,0.289459771453407,0.249146589192397,0.289459771453407
68,"CoType","mean(Participation) / mean(Service)",2.01611014042049,0.845742665735,0.0140659450648942,60.1269706253726,0,Inf,0.818173919999289,0.873311411470712,0.295254497896319,0.249709326121082,0.295254497896319
69,"CoType","mean(Participation) / mean(Service)",2.13470485456287,0.831150963811652,0.0148229680815226,56.0718311771657,0,Inf,0.802098480227881,0.860203447395423,0.301116068343449,0.250272910422833,0.301116068343449
70,"CoType","mean(Participation) / mean(Service)",2.25329956870525,0.816944500990749,0.0156038886789363,52.3551864410275,0,Inf,0.786361441161261,0.847527560820236,0.307043307295751,0.250837341461277,0.307043307295751
71,"CoType","mean(Participation) / mean(Service)",2.37189428284763,0.803113550123533,0.016397896573819,48.9766200505123,0,Inf,0.770974263416635,0.835252836830431,0.313034960687429,0.251402618590462,0.313034960687429
72,"CoType","mean(Participation) / mean(Service)",2.49048899699001,0.789648629617504,0.0171967986139397,45.9183506968219,0,Inf,0.755943523684794,0.823353735550214,0.31908969597895,0.251968741154844,0.31908969597895
73,"CoType","mean(Participation) / mean(Service)",2.6090837111324,0.776540497249555,0.0179944353495456,43.1544798247402,0,Inf,0.741272052042312,0.811808942456799,0.325206102429594,0.252535708489267,0.325206102429594
74,"CoType","mean(Participation) / mean(Service)",2.72767842527478,0.763780144134685,0.0187861992676062,40.6564485585811,0,Inf,0.726959870163784,0.800600418105586,0.331382691554117,0.253103519918943,0.331382691554117
75,"CoType","mean(Participation) / mean(Service)",2.84627313941716,0.751358788846369,0.019568679031705,38.3959892044335,0,Inf,0.713004882719203,0.789712694973535,0.337617897767489,0.253672174759438,0.337617897767489
76,"CoType","mean(Participation) / mean(Service)",2.96486785355954,0.739267871684787,0.0203393895851651,36.3466105307303,2.97247666886444e-289,958.465553936226,0.699403400630334,0.77913234273924,0.343910079220989,0.254241672316647,0.343910079220989
77,"CoType","mean(Participation) / mean(Service)",3.08346256770192,0.727499049089202,0.0210965355705575,34.4842899278924,1.37969697221258e-260,863.236953233198,0.686150599172341,0.768847499006063,0.350257518832223,0.254812011886786,0.350257518832223
78,"CoType","mean(Participation) / mean(Service)",3.2020572818443,0.716044188190861,0.0218388659659505,32.7876085373326,8.84343242054292e-236,780.830423958759,0.6732407974344,0.758847578947321,0.356658425510875,0.255383192756365,0.356658425510875
79,"CoType","mean(Participation) / mean(Service)",3.32065199598669,0.704895361502897,0.0225655464487794,31.2376818838804,3.28178176096313e-214,709.178133003316,0.660667703171823,0.74912301983397,0.36311093558122,0.255955214202179,0.36311093558122
80,"CoType","mean(Participation) / mean(Service)",3.43924671012907,0.694044841743791,0.0232760551790159,29.817975443257,2.28470982799937e-195,646.583967557135,0.648424611890753,0.739665071596829,0.369613114401593,0.256528075491283,0.369613114401593
81,"CoType","mean(Participation) / mean(Service)",3.55784142427145,0.683485096791044,0.0239701169362426,28.5140493310493,7.84449934434404e-179,591.653447611128,0.636504530890795,0.730465662691293,0.376162958180176,0.257101775880983,0.376162958180176
82,"CoType","mean(Participation) / mean(Service)",3.67643613841383,0.673208784761778,0.0246476599633837,27.313294071806,2.9489165589954e-164,543.236022560297,0.624900258930356,0.7215173105932,0.382758395985568,0.257676314618812,0.382758395985568
83,"CoType","mean(Participation) / mean(Service)",3.79503085255621,0.663208749217099,0.02530875242827,26.204719141995,2.34788404635702e-151,500.379781167362,0.61360450596405,0.712812992470149,0.389397291949747,0.258251690942517,0.389397291949747
84,"CoType","mean(Participation) / mean(Service)",3.91362556669859,0.653478014487096,0.0259535761910672,25.1787271887414,6.85103387516428e-140,462.293611565643,0.602609939882588,0.704346089091604,0.396077447660108,0.258827904080044,0.396077447660108
85,"CoType","mean(Participation) / mean(Service)",4.03222028084098,0.644009781113453,0.0265824068426306,24.2269176348864,1.1580710592089e-129,428.317000460698,0.591909221079506,0.6961103411474,0.402796604736382,0.259404953249519,0.402796604736382
86,"CoType","mean(Participation) / mean(Service)",4.15081499498336,0.634797421406727,0.0271955747918981,23.3419380272058,1.66413535327949e-120,397.896598605911,0.581495074275741,0.688099768537713,0.4095524475873,0.259982837659232,0.4095524475873
87,"CoType","mean(Participation) / mean(Service)",4.26940970912574,0.625834475115404,0.0277934800865164,22.5173124476419,2.80895361172744e-112,370.565913828012,0.571360255140801,0.680308695090008,0.416342606341038,0.260561556507623,0.416342606341038
88,"CoType","mean(Participation) / mean(Service)",4.38800442326812,0.617114645203928,0.0283765394803369,21.74735385305,7.31808133175609e-105,345.93098451357,0.561497649816589,0.672731640591268,0.423164659942512,0.261141108983265,0.423164659942512
89,"CoType","mean(Participation) / mean(Service)",4.5065991374105,0.608631793736968,0.0289452128562581,21.027027742357,3.71189369594904e-98,323.656797904909,0.551900219013856,0.66536336846008,0.430016139409826,0.261721494264848,0.430016139409826
90,"CoType","mean(Participation) / mean(Service)",4.62519385155288,0.600379937867251,0.0294999700028127,20.3518829954745,4.46778668757169e-92,303.457824422986,0.542561059116726,0.658198816617776,0.436894531241256,0.262302711521167,0.436894531241256
91,"CoType","mean(Participation) / mean(Service)",4.74378856569527,0.59235324592437,0.0300412971304064,19.7179650183886,1.51190215763844e-86,285.089451381374,0.533473385499907,0.651233106348833,0.443797280963438,0.262884759911102,0.443797280963438
92,"CoType","mean(Participation) / mean(Service)",4.86238327983765,0.584546033602013,0.0305696855725762,19.1217548579042,1.66413189824181e-81,268.341405900596,0.52463055086105,0.644461516342976,0.450721796810597,0.263467638583607,0.450721796810597
93,"CoType","mean(Participation) / mean(Service)",4.98097799398003,0.576952760241158,0.0310856281641685,18.560112640934,6.75628522934894e-77,253.032233070804,0.516026048602584,0.637879471879732,0.457665453523999,0.264051346677692,0.457665453523999
94,"CoType","mean(Participation) / mean(Service)",5.09957270812241,0.569568025206813,0.0315896159108533,18.0302295163749,1.12822386452525e-72,239.004769473199,0.507653515736087,0.631482534677539,0.464625596260119,0.264635883322414,0.464625596260119
95,"CoType","mean(Participation) / mean(Service)",5.21816742226479,0.562386564355955,0.032082136127978,17.5295860011489,8.51874528891681e-69,226.122397593157,0.499506732998007,0.625266395713903,0.471599544595426,0.265221247636855,0.471599544595426
96,"CoType","mean(Participation) / mean(Service)",5.33676213640717,0.555403246594377,0.0325636801875922,17.0559114754481,3.15906532071415e-65,214.265828399351,0.491579606222616,0.619226886966138,0.478584596615148,0.265807438730113,0.478584596615148
97,"CoType","mean(Participation) / mean(Service)",5.45535685054956,0.548613070520204,0.0330347110555382,16.6071702458021,6.1842425627146e-62,203.330944976244,0.483866226611662,0.613359914428746,0.485578033072908,0.266394455701289,0.485578033072908
98,"CoType","mean(Participation) / mean(Service)",5.57395156469194,0.542011161151911,0.0334957021235401,16.181513650702,6.80994709325628e-59,193.226114008427,0.47636079135289,0.607661530950931,0.492577121607726,0.266982297639469,0.492577121607726
99,"CoType","mean(Participation) / mean(Service)",5.69254627883432,0.535592766738708,0.0339471085877399,15.7772720275841,4.46053790676857e-56,183.870755615064,0.469057656527467,0.602127876949949,0.499579121004542,0.267570963623714,0.499579121004542
100,"CoType","mean(Participation) / mean(Service)",5.8111409929767,0.529353255651232,0.0343893761579287,15.3929298752105,1.82574549225288e-53,175.193703360453,0.461951316930891,0.596755194371573,0.506581285484194,0.268160452723045,0.506581285484194
